model,task,weight_ED,alpha_std_batch,alpha_std_all,beta_batch,test_MAE
SphereNet,g298,0.01,1.5,-1.5,0.5,0.00785
SphereNet,cv,0.01,-1.5,-1.5,0.5,0.024391
SphereNet,gap,0.01,-1.5,-1.5,0.5,0.039993
SphereNet,lumo,0.01,-1.5,-1.5,0.5,0.019367
SphereNet,u0,0.01,-1.5,-1.5,0.5,0.006815
SphereNet,mu,0.01,-1.5,-1.5,0.5,0.026515
SphereNet,zpve,0.01,-1.5,-1.5,0.5,0.001242
SphereNet,alpha,0.01,-1.5,-1.5,0.5,0.047065
SphereNet,h298,0.01,-1.5,-1.5,0.5,0.006955
SphereNet,homo,0.01,-1.5,-1.5,0.5,0.021806
SphereNet,r2,0.01,-1.5,-1.5,0.5,0.264443
SphereNet,u298,0.01,-1.5,-1.5,0.5,0.006611
SphereNet,g298,0.01,-1.5,-1.5,0.5,0.007778
SphereNet,cv,0.5,0,-1.5,0.5,0.024519
SphereNet,gap,0.5,0,-1.5,0.5,0.040161
SphereNet,lumo,0.5,0,-1.5,0.5,0.019255
SphereNet,u0,0.5,0,-1.5,0.5,0.007205
SphereNet,mu,0.5,0,-1.5,0.5,0.026727
SphereNet,zpve,0.5,0,-1.5,0.5,0.001269
SphereNet,alpha,0.5,0,-1.5,0.5,0.046332
SphereNet,h298,0.5,0,-1.5,0.5,0.006698
SphereNet,homo,0.5,0,-1.5,0.5,0.02207
SphereNet,r2,0.5,0,-1.5,0.5,0.270108
SphereNet,u298,0.5,0,-1.5,0.5,0.006568
SphereNet,g298,0.5,0,-1.5,0.5,0.008273
SphereNet,cv,1.0,0,0,0,0.024593
SphereNet,gap,1.0,0,0,0,0.039638
SphereNet,lumo,1.0,0,0,0,0.019081
SphereNet,u0,1.0,0,0,0,0.00687
SphereNet,mu,1.0,0,0,0,0.027345
SphereNet,zpve,1.0,0,0,0,0.001238
SphereNet,alpha,1.0,0,0,0,0.047723
SphereNet,h298,1.0,0,0,0,0.007017
SphereNet,homo,1.0,0,0,0,0.021894
SphereNet,r2,1.0,0,0,0,0.277246
SphereNet,u298,1.0,0,0,0,0.006727
SphereNet,g298,1.0,0,0,0,0.008358
SphereNet,cv,1.0,1.5,0,0.5,0.024449
SphereNet,gap,1.0,1.5,0,0.5,0.040112
SphereNet,lumo,1.0,1.5,0,0.5,0.019044
SphereNet,u0,1.0,1.5,0,0.5,0.006876
SphereNet,mu,1.0,1.5,0,0.5,0.027064
SphereNet,zpve,1.0,1.5,0,0.5,0.001251
SphereNet,alpha,1.0,1.5,0,0.5,0.046825
SphereNet,h298,1.0,1.5,0,0.5,0.007147
SphereNet,homo,1.0,1.5,0,0.5,0.022076
SphereNet,r2,1.0,1.5,0,0.5,0.263844
SphereNet,u298,1.0,1.5,0,0.5,0.00671
SphereNet,g298,1.0,1.5,0,0.5,0.007892
SphereNet,cv,1.0,0,-1.5,0.5,0.024381
SphereNet,gap,1.0,0,-1.5,0.5,0.040032
SphereNet,lumo,1.0,0,-1.5,0.5,0.019107
SphereNet,u0,1.0,0,-1.5,0.5,0.007164
SphereNet,mu,1.0,0,-1.5,0.5,0.026819
SphereNet,zpve,1.0,0,-1.5,0.5,0.001277
SphereNet,alpha,1.0,0,-1.5,0.5,0.047852
SphereNet,h298,1.0,0,-1.5,0.5,0.006948
SphereNet,homo,1.0,0,-1.5,0.5,0.022156
SphereNet,r2,1.0,0,-1.5,0.5,0.280865
SphereNet,u298,1.0,0,-1.5,0.5,0.006955
SphereNet,g298,1.0,0,-1.5,0.5,0.008583
SphereNet,cv,1.0,-1.5,0,0.5,0.024469
SphereNet,gap,1.0,-1.5,0,0.5,0.039817
SphereNet,lumo,1.0,-1.5,0,0.5,0.019158
SphereNet,u0,1.0,-1.5,0,0.5,0.006961
SphereNet,mu,1.0,-1.5,0,0.5,0.026747
SphereNet,zpve,1.0,-1.5,0,0.5,0.00125
SphereNet,alpha,1.0,-1.5,0,0.5,0.048255
SphereNet,h298,1.0,-1.5,0,0.5,0.006986
SphereNet,homo,1.0,-1.5,0,0.5,0.02202
SphereNet,r2,1.0,-1.5,0,0.5,0.262573
SphereNet,u298,1.0,-1.5,0,0.5,0.007134
SphereNet,g298,1.0,-1.5,0,0.5,0.00816
Equiformer,gap,1.0,-1.5,-1.5,0.5,0.045905
Equiformer,lumo,1.0,-1.5,-1.5,0.5,0.022694
Equiformer,mu,1.0,-1.5,-1.5,0.5,0.021886
Equiformer,alpha,1.0,-1.5,-1.5,0.5,0.06879
Equiformer,homo,1.0,-1.5,-1.5,0.5,0.025748
Equiformer,gap,1.0,-1.5,1.5,0.5,0.045714
Equiformer,lumo,1.0,-1.5,1.5,0.5,0.022694
Equiformer,mu,1.0,-1.5,1.5,0.5,0.021785
Equiformer,alpha,1.0,-1.5,1.5,0.5,0.069567
Equiformer,homo,1.0,-1.5,1.5,0.5,0.025714
Equiformer,gap,0.01,0,0,0.5,0.046005
Equiformer,lumo,0.01,0,0,0.5,0.022878
Equiformer,mu,0.01,0,0,0.5,0.021129
Equiformer,alpha,0.01,0,0,0.5,0.067563
Equiformer,homo,0.01,0,0,0.5,0.025695
Equiformer,gap,0.5,-1.5,-1.5,0.5,0.04613
Equiformer,lumo,0.5,-1.5,-1.5,0.5,0.022465
Equiformer,mu,0.5,-1.5,-1.5,0.5,0.022395
Equiformer,alpha,0.5,-1.5,-1.5,0.5,0.064639
Equiformer,homo,0.5,-1.5,-1.5,0.5,0.025586
Equiformer,gap,0.5,1.5,-1.5,0.5,0.045089
Equiformer,lumo,0.5,1.5,-1.5,0.5,0.023026
Equiformer,mu,0.5,1.5,-1.5,0.5,0.021672
Equiformer,alpha,0.5,1.5,-1.5,0.5,0.066542
Equiformer,homo,0.5,1.5,-1.5,0.5,0.02651
Equiformer,cv,1.0,0,-1.5,0,0.026596
Equiformer,gap,1.0,0,-1.5,0,0.04556
Equiformer,u0,1.0,0,-1.5,0,0.018011
Equiformer,zpve,1.0,0,-1.5,0,0.001711
Equiformer,alpha,1.0,0,-1.5,0,0.068206
Equiformer,h298,1.0,0,-1.5,0,0.014709
Equiformer,homo,1.0,0,-1.5,0,0.025452
Equiformer,r2,1.0,0,-1.5,0,0.474796
Equiformer,u298,1.0,0,-1.5,0,0.02617
Equiformer,g298,1.0,0,-1.5,0,0.013529
Equiformer,cv,0.5,0,0,0,0.027094
Equiformer,gap,0.5,0,0,0,0.04518
Equiformer,lumo,0.5,0,0,0,0.022848
Equiformer,u0,0.5,0,0,0,0.018371
Equiformer,mu,0.5,0,0,0,0.02211
Equiformer,zpve,0.5,0,0,0,0.001635
Equiformer,alpha,0.5,0,0,0,0.067872
Equiformer,h298,0.5,0,0,0,0.017876
Equiformer,homo,0.5,0,0,0,0.025536
Equiformer,r2,0.5,0,0,0,0.403536
Equiformer,u298,0.5,0,0,0,0.016643
Equiformer,g298,0.5,0,0,0,0.012411
Equiformer,gap,0.5,0,0,0.5,0.045392
Equiformer,lumo,0.5,0,0,0.5,0.02303
Equiformer,mu,0.5,0,0,0.5,0.022794
Equiformer,alpha,0.5,0,0,0.5,0.069459
Equiformer,homo,0.5,0,0,0.5,0.025415
Equiformer,cv,1.0,0,1.5,0,0.026959
Equiformer,gap,1.0,0,1.5,0,0.046426
Equiformer,lumo,1.0,0,1.5,0,0.023142
Equiformer,u0,1.0,0,1.5,0,0.018208
Equiformer,mu,1.0,0,1.5,0,0.021851
Equiformer,zpve,1.0,0,1.5,0,0.001619
Equiformer,alpha,1.0,0,1.5,0,0.069198
Equiformer,h298,1.0,0,1.5,0,0.01748
Equiformer,homo,1.0,0,1.5,0,0.025328
Equiformer,r2,1.0,0,1.5,0,0.462178
Equiformer,u298,1.0,0,1.5,0,0.016864
Equiformer,g298,1.0,0,1.5,0,0.012934
Equiformer,gap,1.0,1.5,-1.5,0.5,0.045599
Equiformer,lumo,1.0,1.5,-1.5,0.5,0.022853
Equiformer,mu,1.0,1.5,-1.5,0.5,0.021838
Equiformer,alpha,1.0,1.5,-1.5,0.5,0.066303
Equiformer,homo,1.0,1.5,-1.5,0.5,0.025756
Equiformer,gap,0.01,1.5,0,0.5,0.045395
Equiformer,lumo,0.01,1.5,0,0.5,0.022482
Equiformer,mu,0.01,1.5,0,0.5,0.022524
Equiformer,alpha,0.01,1.5,0,0.5,0.066689
Equiformer,homo,0.01,1.5,0,0.5,0.02534
Equiformer,gap,0.5,-1.5,1.5,0.5,0.04598
Equiformer,lumo,0.5,-1.5,1.5,0.5,0.022559
Equiformer,mu,0.5,-1.5,1.5,0.5,0.022134
Equiformer,alpha,0.5,-1.5,1.5,0.5,0.066752
Equiformer,homo,0.5,-1.5,1.5,0.5,0.0253
Equiformer,cv,0.01,0,-1.5,0,0.026584
Equiformer,gap,0.01,0,-1.5,0,0.045578
Equiformer,lumo,0.01,0,-1.5,0,0.022581
Equiformer,u0,0.01,0,-1.5,0,0.01736
Equiformer,mu,0.01,0,-1.5,0,0.021599
Equiformer,zpve,0.01,0,-1.5,0,0.001645
Equiformer,alpha,0.01,0,-1.5,0,0.069371
Equiformer,h298,0.01,0,-1.5,0,0.017647
Equiformer,homo,0.01,0,-1.5,0,0.025269
Equiformer,r2,0.01,0,-1.5,0,0.444092
Equiformer,u298,0.01,0,-1.5,0,0.01775
Equiformer,g298,0.01,0,-1.5,0,0.013234
Equiformer,gap,0.01,0,-1.5,0.5,0.045871
Equiformer,lumo,0.01,0,-1.5,0.5,0.022679
Equiformer,mu,0.01,0,-1.5,0.5,0.02125
Equiformer,alpha,0.01,0,-1.5,0.5,0.066474
Equiformer,homo,0.01,0,-1.5,0.5,0.025453
Equiformer,gap,0.5,0,1.5,0.5,0.045158
Equiformer,lumo,0.5,0,1.5,0.5,0.022829
Equiformer,mu,0.5,0,1.5,0.5,0.021587
Equiformer,alpha,0.5,0,1.5,0.5,0.06578
Equiformer,homo,0.5,0,1.5,0.5,0.025486
Equiformer,lumo,1.0,1.5,1.5,0.5,0.022495
Equiformer,mu,1.0,1.5,1.5,0.5,0.022001
Equiformer,alpha,1.0,1.5,1.5,0.5,0.067574
Equiformer,homo,1.0,1.5,1.5,0.5,0.02574
Equiformer,gap,0.01,-1.5,0,0.5,0.045843
Equiformer,lumo,0.01,-1.5,0,0.5,0.022331
Equiformer,mu,0.01,-1.5,0,0.5,0.021495
Equiformer,alpha,0.01,-1.5,0,0.5,0.068483
Equiformer,homo,0.01,-1.5,0,0.5,0.025669
Equiformer,gap,0.01,-1.5,1.5,0.5,0.045198
Equiformer,lumo,0.01,-1.5,1.5,0.5,0.022283
Equiformer,mu,0.01,-1.5,1.5,0.5,0.021612
Equiformer,alpha,0.01,-1.5,1.5,0.5,0.066067
Equiformer,homo,0.01,-1.5,1.5,0.5,0.025657
Equiformer,gap,0.01,0,1.5,0.5,0.045461
Equiformer,lumo,0.01,0,1.5,0.5,0.022356
Equiformer,mu,0.01,0,1.5,0.5,0.022145
Equiformer,alpha,0.01,0,1.5,0.5,0.069286
Equiformer,homo,0.01,0,1.5,0.5,0.026176
Equiformer,cv,0.01,0,1.5,0,0.027112
Equiformer,gap,0.01,0,1.5,0,0.046408
Equiformer,lumo,0.01,0,1.5,0,0.022468
Equiformer,u0,0.01,0,1.5,0,0.017165
Equiformer,mu,0.01,0,1.5,0,0.02148
Equiformer,zpve,0.01,0,1.5,0,0.001668
Equiformer,alpha,0.01,0,1.5,0,0.066716
Equiformer,h298,0.01,0,1.5,0,0.02287
Equiformer,homo,0.01,0,1.5,0,0.025572
Equiformer,r2,0.01,0,1.5,0,0.444607
Equiformer,u298,0.01,0,1.5,0,0.016349
Equiformer,g298,0.01,0,1.5,0,0.012058
Equiformer,cv,0.01,0,0,0,0.026813
Equiformer,gap,0.01,0,0,0,0.045816
Equiformer,lumo,0.01,0,0,0,0.022478
Equiformer,u0,0.01,0,0,0,0.028208
Equiformer,mu,0.01,0,0,0,0.021424
Equiformer,zpve,0.01,0,0,0,0.001586
Equiformer,alpha,0.01,0,0,0,0.06718
Equiformer,h298,0.01,0,0,0,0.016872
Equiformer,homo,0.01,0,0,0,0.025739
Equiformer,r2,0.01,0,0,0,0.450564
Equiformer,u298,0.01,0,0,0,0.014802
Equiformer,g298,0.01,0,0,0,0.014241
Equiformer,gap,0.5,1.5,0,0.5,0.045385
Equiformer,lumo,0.5,1.5,0,0.5,0.022608
Equiformer,mu,0.5,1.5,0,0.5,0.02182
Equiformer,alpha,0.5,1.5,0,0.5,0.07101
Equiformer,homo,0.5,1.5,0,0.5,0.025486
Equiformer,gap,0.5,1.5,1.5,0.5,0.045102
Equiformer,lumo,0.5,1.5,1.5,0.5,0.022806
Equiformer,mu,0.5,1.5,1.5,0.5,0.021864
Equiformer,alpha,0.5,1.5,1.5,0.5,0.066036
Equiformer,homo,0.5,1.5,1.5,0.5,0.025613
Equiformer,gap,1.0,0,0,0.5,0.045207
Equiformer,lumo,1.0,0,0,0.5,0.022992
Equiformer,mu,1.0,0,0,0.5,0.022359
Equiformer,alpha,1.0,0,0,0.5,0.06726
Equiformer,homo,1.0,0,0,0.5,0.025586
Equiformer,gap,1.0,0,1.5,0.5,0.045119
Equiformer,lumo,1.0,0,1.5,0.5,0.022993
Equiformer,mu,1.0,0,1.5,0.5,0.021774
Equiformer,alpha,1.0,0,1.5,0.5,0.066133
Equiformer,homo,1.0,0,1.5,0.5,0.025724
Equiformer,gap,0.01,1.5,1.5,0.5,0.046209
Equiformer,lumo,0.01,1.5,1.5,0.5,0.022886
Equiformer,mu,0.01,1.5,1.5,0.5,0.021597
Equiformer,alpha,0.01,1.5,1.5,0.5,0.067869
Equiformer,homo,0.01,1.5,1.5,0.5,0.025948
Equiformer,gap,0.5,-1.5,0,0.5,0.046353
Equiformer,lumo,0.5,-1.5,0,0.5,0.022428
Equiformer,mu,0.5,-1.5,0,0.5,0.021254
Equiformer,alpha,0.5,-1.5,0,0.5,0.069961
Equiformer,homo,0.5,-1.5,0,0.5,0.025459
Equiformer,cv,0.5,0,1.5,0,0.026507
Equiformer,gap,0.5,0,1.5,0,0.046533
Equiformer,lumo,0.5,0,1.5,0,0.022553
Equiformer,u0,0.5,0,1.5,0,0.017675
Equiformer,mu,0.5,0,1.5,0,0.02117
Equiformer,zpve,0.5,0,1.5,0,0.00168
Equiformer,alpha,0.5,0,1.5,0,0.067706
Equiformer,h298,0.5,0,1.5,0,0.016934
Equiformer,homo,0.5,0,1.5,0,0.025486
Equiformer,r2,0.5,0,1.5,0,0.444262
Equiformer,u298,0.5,0,1.5,0,0.018009
Equiformer,g298,0.5,0,1.5,0,0.013462
Equiformer,cv,0.5,0,-1.5,0,0.02675
Equiformer,gap,0.5,0,-1.5,0,0.045357
Equiformer,lumo,0.5,0,-1.5,0,0.022777
Equiformer,u0,0.5,0,-1.5,0,0.016918
Equiformer,mu,0.5,0,-1.5,0,0.021943
Equiformer,zpve,0.5,0,-1.5,0,0.001707
Equiformer,alpha,0.5,0,-1.5,0,0.067602
Equiformer,h298,0.5,0,-1.5,0,0.017997
Equiformer,homo,0.5,0,-1.5,0,0.02538
Equiformer,r2,0.5,0,-1.5,0,0.44366
Equiformer,u298,0.5,0,-1.5,0,0.015736
Equiformer,g298,0.5,0,-1.5,0,0.012546
Equiformer,gap,0.01,1.5,-1.5,0.5,0.046283
Equiformer,lumo,0.01,1.5,-1.5,0.5,0.023017
Equiformer,mu,0.01,1.5,-1.5,0.5,0.021849
Equiformer,alpha,0.01,1.5,-1.5,0.5,0.061749
Equiformer,homo,0.01,1.5,-1.5,0.5,0.025422
Equiformer,gap,0.01,-1.5,-1.5,0.5,0.046148
Equiformer,lumo,0.01,-1.5,-1.5,0.5,0.02287
Equiformer,mu,0.01,-1.5,-1.5,0.5,0.021691
Equiformer,alpha,0.01,-1.5,-1.5,0.5,0.068477
Equiformer,homo,0.01,-1.5,-1.5,0.5,0.025557
Equiformer,gap,0.5,0,-1.5,0.5,0.046012
Equiformer,lumo,0.5,0,-1.5,0.5,0.022937
Equiformer,mu,0.5,0,-1.5,0.5,0.022171
Equiformer,alpha,0.5,0,-1.5,0.5,0.066011
Equiformer,homo,0.5,0,-1.5,0.5,0.025861
Equiformer,cv,1.0,0,0,0,0.02673
Equiformer,gap,1.0,0,0,0,0.045896
Equiformer,lumo,1.0,0,0,0,0.022487
Equiformer,u0,1.0,0,0,0,0.019223
Equiformer,mu,1.0,0,0,0,0.021496
Equiformer,zpve,1.0,0,0,0,0.001602
Equiformer,alpha,1.0,0,0,0,0.067049
Equiformer,h298,1.0,0,0,0,0.017131
Equiformer,homo,1.0,0,0,0,0.02599
Equiformer,r2,1.0,0,0,0,0.476181
Equiformer,u298,1.0,0,0,0,0.015392
Equiformer,g298,1.0,0,0,0,0.013574
Equiformer,gap,1.0,1.5,0,0.5,0.046121
Equiformer,lumo,1.0,1.5,0,0.5,0.022681
Equiformer,mu,1.0,1.5,0,0.5,0.022637
Equiformer,alpha,1.0,1.5,0,0.5,0.068425
Equiformer,homo,1.0,1.5,0,0.5,0.026043
Equiformer,gap,1.0,0,-1.5,0.5,0.045482
Equiformer,lumo,1.0,0,-1.5,0.5,0.022441
Equiformer,mu,1.0,0,-1.5,0.5,0.021763
Equiformer,alpha,1.0,0,-1.5,0.5,0.064351
Equiformer,homo,1.0,0,-1.5,0.5,0.025564
Equiformer,gap,1.0,-1.5,0,0.5,0.046142
Equiformer,lumo,1.0,-1.5,0,0.5,0.022863
Equiformer,mu,1.0,-1.5,0,0.5,0.022234
Equiformer,alpha,1.0,-1.5,0,0.5,0.063858
Equiformer,homo,1.0,-1.5,0,0.5,0.025545
